Vegreville,Vegreville Childrens Pond,53.492329,-112.035539,
Stony Plain,Star Lake,53.510057,-114.273086,
Stony Plain,Spring Lake,53.517861,-114.138808,
Edson,Millers Lake,53.560075,-116.768896,
Edson,Dandurand Lake,53.565803,-116.736533,
Edson,Lambert Pond,53.566383,-116.481493,
Edson,Obed Lake,53.566667,-117.133333,
Edson,Wolf Creek Pond,53.574507,-116.228500,
Stony Plain,Hermitage Lake,53.581702,-113.371337,
Stony Plain,East Pit Lake,53.584969,-114.473822,
Vermilion,Jack Fish Lake,53.594311,-111.296351,
Evansburg,Wildwood (Stones) Pond,53.601291,-115.318904,
Stony Plain,Sauer Lake,53.612875,-114.078152,
Evansburg,Niton Pond,53.616078,-115.725966,
Stony Plain,Muir Lake,53.624675,-113.956437,
Edmonton,Lacombe Park Pond,53.637547,-113.653734,
Edson,Dunn Lake,53.654925,-117.685762,
Hinton,Petite Lake,53.655681,-117.702585,
Westlock,Rainbow Park Pond,53.683219,-113.274136,dup
Fort Saskatchewan,West Rivers Edge Pond (Fort Sask Pond),53.683219,-113.274136,
Two Hills,Two Hills Trout Pond,53.703308,-111.744946,
Edson,South Sundance Lake,53.722144,-116.979844,
Edson,Emerson Lake,53.723859,-117.122850,
Stony Plain,Cardiff Park Pond,53.763266,-113.584073,
Vegreville,Innisfree Trout Pond,53.775627,-112.749283,dup
Fort Saskatchewan,Lamont Pond,53.775627,-112.749283,
Stony Plain,Heritage Pond (Morinville Lake),53.799728,-113.666430,
Stony Plain,Morinville Fish And Game Pond,53.811699,-113.658398,
Grande Cache,Victor Lake,53.882014,-119.090207,
St. Paul,Lac Delorme,53.896214,-111.150900,
Grande Cache,Grande Cache Lake,53.900000,-119.050000,
Grande Cache,Pierre Greys Lakes Middle ,53.901350,-118.588692,
Hinton,Mayan Lake,53.902144,-117.389830,
Grande Cache,Pierre Greys Lakes Upper,53.908548,-118.585692,dup
Grande Cache,Pierre Greys Lakes Upper ,53.908548,-118.585692,
Grande Cache,Pierre Greys Lakes Lower,53.910427,-118.606560,
Stony Plain,Legal Reservoir,53.947431,-113.586428,
St. Paul,St. Paul Fish Pond,53.995400,-111.268500,
Barrhead,Peanut Lake,54.017399,-114.352591,
Edson,Trapper Lake,54.022698,-116.362574,
Fort Saskatchewan,Radway Pond,54.056793,-112.955960,
Smoky Lake,Bellis Beach Lake,54.100613,-112.152470,
Stony Plain,Salter'S Lake,54.145706,-113.727525,
Whitecourt,Whitecourt Town Pond,54.149158,-115.685342,
Whitecourt,Whiteridge Recreational Area Pond,54.156130,-115.364319,
Smoky Lake,Shemeluk Lake,54.212986,-112.423089,
Bonnyville,Chatwin Lake,54.247790,-110.841712,
Bonnyville,Bonnyville Town Pond (Slawuta Lake),54.265723,-110.745372,#REF!
Whitecourt,Mcleod Lake,54.298603,-115.652786,
Bonnyville,Lara Fish Pond,54.308900,-110.610540,
Swan Hills,Schuman Lake,54.318086,-115.077728,
Cold Lake,Ardmore Community Pond,54.339952,-110.479159,
Grande Prairie,South Two Lakes,54.352053,-119.781862,
Grande Prairie,North Two Lakes,54.380594,-119.755438,
Fox Creek,Fox Creek Trout Pond,54.453590,-116.888798,
Athabasca,Horeshoe Lake,54.489439,-113.783183,
Athabasca,Boyle Pond,54.537414,-112.805240,
Cold Lake,Little Bear Lake,54.551596,-110.300937,
Cold Lake,Medley River,54.604201,-110.186494,
Swan Hills,Marigold Lake,54.671776,-115.628279,
Swan Hills,Tamarack Lake,54.702083,-115.717910,
Lac La Biche,Lac La Biche Trout Pond,54.775532,-111.953265,
Slave Lake,Chrystina Lake,54.786102,-115.194645,
Slave Lake,Tea Lakes,54.795498,-115.015327,
High Prairie,Edith Lake,54.801854,-115.382263,
High Prairie,Atlantic Richfield Reservoir,54.832388,-115.326749,
Slave Lake,Jane Lake,54.872509,-115.111530,
Slave Lake,Jessie Lake,54.895503,-114.965309,
Grande Prairie,Highway 40 Pond,54.958674,-118.782831,
Athabasca,Lower Chain Lake,54.964036,-113.511311,dup
Athabasca,Lower Chain Lakes,54.964036,-113.511311,
Lac La Biche,Mile 07 Lake,55.021444,-112.015324,
Valleyview,Swan Lake,55.059122,-117.813668,
Valleyview,Valleyview Children'S Pond,55.076591,-117.284529,
Grande Prairie,Muskoseepi Pond,55.172657,-118.806587,
Grande Prairie,County Sportsplex Pond,55.237091,-118.812752,
Valleyview,Dollar Lakes (East),55.314926,-117.204628,
Valleyview,Dollar Lake (West),55.317308,-117.209194,
Slave Lake,Lily Lake,55.483333,-114.766667,dup
Slave Lake,Parker Lake,55.483333,-114.766667,
Spirit River,Spring Lake,55.513162,-119.583801,
Spirit River,Kakut Lake,55.625000,-118.533333,
Valleyview,Mcclennan Reservoir,55.709784,-116.919773,
Spirit River,Nardam Lake,55.762438,-118.725502,
Spirit River,Shell True North Pond,55.829544,-119.167595,
Spirit River,Moonshine Lake,55.886111,-119.227778,
Fairview,Fairview College Pond,56.058800,-118.387234,
Fort Mcmurray,Engstrom Lake,56.188889,-110.906389,
Peace River,Cecil Thompson Pond,56.209063,-117.20295,
Peace River,Md Peace Pond #1,56.222511,-117.556197,
Peace River,Peace Pond #2,56.224205,-117.553092,
Peace River,Figure Eight Lake ,56.301530,-117.906378,
Fairview,Ole Lake,56.316771,-119.894419,
Peace River,Weberville Pond,56.360995,-117.311159,
Peace River,Highway 686 Pond,56.372419,-116.954587,
Fairview,Montaganeusse Lake,56.504886,-118.461339,
Fort Mcmurray,Highway 63 Pond,56.588109,-111.320447,
Fort Mcmurray,Texaco East Pond,56.637029,-111.191296,
Fort Mcmurray,Texaco Pond,56.639271,-111.248523,
Fairview,Running Lake,56.669178,-119.033900,
Fairview,Sulphur Lake ,56.706382,-118.318549,
Manning,East Twin Lake,57.450000,-117.533333,
Fort Vermilion,La Crete Pond,58.197347,-115.906655,
High Level,Machesis Lake,58.324911,-116.585882,
High Level,Rainbow Lake Pond,58.495385,-119.349303,
High Level,High Level Community Pond,58.517177,-117.163713,
High Level,Footner Pond,58.608147,-117.156875,
High Level,Zama Community Pond,59.161004,-118.681101,
DISTRICT,WATERBODY NAME,Latitude,Longitude,
